source,job_id,title,company,company_url,location,tags,salary_min,salary_max,description,apply_url,posted_at,scraped_at,is_remote,tag_count,has_salary,scrape_date
remoteok,1131238,Manager Healthcare Data Analytics,Habitat Health,https://remoteOK.com/remote-jobs/remote-manager-healthcare-data-analytics-habitat-health-1131238,Remote,"['analytics', 'health', 'healthcare', 'manager', 'medical', 'non tech', 'support']",0.0,0.0,"At Habitat Health, we envision a world where older adults experience an independent and joyful aging journey in the comfort of their homes, enabled by access to comprehensive health care. Habitat Health provides personalized, coordinated clinical and social care as well as health plan coverage through the Program of All-Inclusive Care for the Elderly (âPACEâ) in collaboration with our leading healthcare partners, including Kaiser Permanente. Habitat Health offers a fully integrated experience that brings more good days and a sense of belonging to participants and their caregivers. We build engaged, fulfilled care teams to deliver personalized care in our centers and in the home. And we support our partners with scalable solutions to meet the health care needs and costs of aging populations. Habitat Health is growing, and we're looking for new team members who wish to join our mission of redefining aging in place. To learn more, visit https://www.habitathealth.com. Role Scope: Please mention the word **TRUSTY** and tag RODguMTk4Ljk5LjE0Mw== when applying to show you read the job post completely (#RODguMTk4Ljk5LjE0Mw==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-manager-healthcare-data-analytics-habitat-health-1131238,2026-04-22T03:35:34.717429,2026-04-22T03:35:34.717429,True,7,True,2026-04-22
remoteok,1131237,Account Executive Collections Credit Card,Bhg Financial,https://remoteOK.com/remote-jobs/remote-account-executive-collections-credit-card-bhg-financial-1131237,Remote,"['executive', 'finance', 'financial', 'growth', 'management', 'training']",0.0,0.0,"Join our dynamic team at CCMR3, where we specialize in providing exceptional debt recovery solutions while prioritizing empathy and integrity. As a leading firm in the industry, we are committed to upholding the highest standards of ethical conduct while delivering results for our clients. We are currently seeking talented individuals to join our dynamic team and contribute to our mission of changing the face of the Debt Recovery industry through our Rethink, Reimagine, and Recover philosophy. If you are driven, innovative, and thrive in a fast-paced environment, we invite you to explore the opportunities available with us. Who You Are The Account Executive position is an individual who is responsible for the collection of debts owed to a company or organization. The primary role of an Account Executive is to contact individuals or businesses who have outstanding debts and work towards recovering the owed funds. \n What You'll Do Responsibilities may include, but are not limited to Initiate contact with consumers via phone calls, emails, or text messages to negotiate payment plans and collect outstanding debts. Maintain accurate and up-to-date records of all communication and collection activities. Review and analyze consumer accounts to determine appropriate collection strategies and prioritize collection efforts Negotiate payment arrangements, settlements, or alternative options with debtors, considering their financial circumstances. Handle and resolve consumer inquiries, disputes, and/or complaints in a professional and efficient manner. Maintain confidentiality of sensitive consumer information and adhere to data protection guidelines. Complete skip-tracing tactics to gather appropriate contact information for consumers. Achieve CCMR3âs monthly targeted growth performance objectives. Meet daily, weekly, and monthly goals set by management of CCMR3 Adherence to all CCMR3 policies/procedures What You'll Need Previous experience in collections or a related field",https://remoteOK.com/remote-jobs/remote-account-executive-collections-credit-card-bhg-financial-1131237,2026-04-22T03:35:34.717429,2026-04-22T03:35:34.717429,True,6,True,2026-04-22
remoteok,1131236,Sr Technical Program Manager Order Management Services,Natera,https://remoteOK.com/remote-jobs/remote-sr-technical-program-manager-order-management-services-natera-1131236,United States,"['engineering', 'lead', 'management', 'manager', 'operational', 'reliability', 'system', 'technical']",0.0,0.0,"POSITION SUMMARY: We have an exciting Sr. Technical Program Manager within the Product Management group. As a key member of the team, you will own and drive complex, multi-team technical programs that modernize core platforms, improve system reliability and enable scalable product delivery. This role is designed for a highly technical program manager who thrives in ambiguous, high dependency environments and consistently delivers predictable outcomes. You will lead a portfolio of engineering programs spanning platform transformation, product delivery and operational excellence. Success in this role requires the ability to deeply understand the system architecture, proactively manage risks and dependencies, and influence product and technical stakeholders. You will serve as the connective tissue across engineering and product, ensuring alignment, execution rigor and transparency at various levels of the organization. PRIMARY RESPONSIBILITIES: Own and lead the full lifecycle of complex technical programs across engineering teams - from initial scoping to launch and post-launch measurement. Drive program milestones and execution criteria Partner closely with engineering to understand system architecture, make technical tradeoffs, and manage risks beyond simple coordination. Identify, track and actively manage cross-team dependencies, ensuring alignment and removing blockers to maintain delivery timelines Drive predictable execution by defining detailed project plans, tracking milestones, and proactively identifying and escalating program risks, constraints, and technical dependencies with clear tradeoff decisions Facilitate technical discussions and leverage data/metrics to monitor program health. Guide teams throughout the product lifecycle, including release planning, launch coordination and post-launch support Communicate program status, risks, decisions clearly to stakeholders at all levels QUALIFICATIONS: Minimum of 8 years of technical program management experien",https://remoteOK.com/remote-jobs/remote-sr-technical-program-manager-order-management-services-natera-1131236,2026-04-22T03:35:34.717429,2026-04-22T03:35:34.717429,False,8,True,2026-04-22
remoteok,1131235,Nurse Care Manager MST,Evergreen Nephrology,https://remoteOK.com/remote-jobs/remote-nurse-care-manager-mst-evergreen-nephrology-1131235,Remote,"['healthcare', 'manager', 'system']",0.0,0.0,"Who You Are Â You are devoted, compassionate, and enjoy being on the front lines of healthcare, changing the lives of patients by supporting them and the team by focusing on customers. You're excited about being part of a team that is building a healthcare delivery model that ensures the highest possible quality of life and best outcomes for those in our care. You believe people living with kidney disease deserve the best person-centered, holistic, comprehensive care and want to influence the healthcare system to drive towards that. You thrive in innovative and evolving environments with high rates of change.Â Â Who We Are Â Evergreen Nephrology partners with nephrologists to transform kidney care through a value-based, person-centered, holistic, and comprehensive approach to kidney care. We believe patients living with kidney disease deserve the best care. We are committed to improving patient outcomes and improving quality of life by delaying disease progression, shifting care to the home, and accelerating kidney transplants.Â We help nephrologists focus on the right patients at the right time across the full care spectrum. We do this by providing them with the best-in-class interdisciplinary clinical resources, analytical insight and tools, and services to patients.Â We listen to the needs of our patients, our employees, and our client partners, continually working to push beyond the status quo in which the care system manages patients today.Â Your Role Â As a Nurse Care Manager with Evergreen Nephrology, you are responsible for managing an assigned patient panel and addressing each patient's specialized needs based on their individual conditions, healthcare needs, goals, and wishes. You will collaborate with a team of physicians, Advanced Practice Providers (APPs), and Interdisciplinary Team (IDT) members. Nurse C Please mention the word **EXULTATION** and tag RODguMTk4Ljk5LjE0Mw== when applying to show you read the job post completely (#RODguMTk4Ljk5LjE0Mw==). ",https://remoteOK.com/remote-jobs/remote-nurse-care-manager-mst-evergreen-nephrology-1131235,2026-04-22T03:35:34.717429,2026-04-22T03:35:34.717429,True,3,True,2026-04-22
remoteok,1131234,Manager Care Team Assistant,Imagine Pediatrics,https://remoteOK.com/remote-jobs/remote-manager-care-team-assistant-imagine-pediatrics-1131234,Remote,"['assistant', 'coordinator', 'health', 'manager', 'non tech', 'support']",0.0,0.0,"Who We Are Imagine Pediatrics is a tech enabled, pediatrician led medical group reimagining care for children with special health care needs. We deliver 24/7 virtual first and in home medical, behavioral, and social care, working alongside families, providers, and health plans to break down barriers to quality care. We do not replace existing care teams; we enhance them, providing an extra layer of support with compassion, creativity, and an unwavering commitment to children with medical complexity. The primary location of this position is remote with an expected schedule of Monday - Friday (8:00am-5:00pm). What You'll Do The Care Team Assistant Manager, Transitions of Care, will oversee the Care Team Assistants and Care Coordinator roles responsible for supporting our Transition of Care team. This role is largely administrative in that it oversees a non-clinical support team. These roles download and scrub data, prep charts for providers, track caseloads, request records, and provide general administrative support to several teams. This team will work closely with Transition of Care Managers. In this role, you will: Please mention the word **GRACEFULLY** and tag RODguMTk4Ljk5LjE0Mw== when applying to show you read the job post completely (#RODguMTk4Ljk5LjE0Mw==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-manager-care-team-assistant-imagine-pediatrics-1131234,2026-04-22T03:35:34.717429,2026-04-22T03:35:34.717429,True,6,True,2026-04-22
remoteok,1131233,Senior Product Manager Applied AI,Smartsheet,https://remoteOK.com/remote-jobs/remote-senior-product-manager-applied-ai-smartsheet-1131233,Remote,"['director', 'junior', 'management', 'manager', 'senior']",0.0,0.0,"For over 20 years, Smartsheet has helped people and teams achieveâwell, anything. From seamless work management to smart, scalable solutions, we've always worked with flow. We're building tools that empower teams to automate the manual, uncover insights, and scale smarter. But more than that, we're creating spaceâ space to think big, take action, and unlock the kind of work that truly matters. Because when challenge meets purpose, and passion turns into progress, that's magic at work, and it's what we show up for everyday. We are looking for a Senior Product Manager to join our Applied AI organization at Smartsheet. You'll own the roadmap for specialized AI agents and evaluation infrastructure, ship complex agent capabilities end-to-end, and define the standards that enable teams across the company to build agents successfully. You'll report to our Director of Product Management for Applied AI located in our Bellevue, WA office, or you may work remotely from anywhere in the US where Smartsheet is a registered employer. You Will: Own the strategy, roadmap, and execution for specialized AI agents and evaluation infrastructure Ship large, technically complex agent capabilities end-to-end with with a high degree of autonomy Define agentic development standards that enable teams beyond your own to build high-quality agents Mentor and develop junior PMs on your team Build strong cross-functional partnerships with engineering, design, and data science to drive alignment and move work forward Support other duties as assigned You Have: 8-10+ years of product management experience with technically complex platforms Fluency in AI/ML concepts -model evaluation, agent arch Please mention the word **BONUS** and tag RODguMTk4Ljk5LjE0Mw== when applying to show you read the job post completely (#RODguMTk4Ljk5LjE0Mw==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",https://remoteOK.com/remote-jobs/remote-senior-product-manager-applied-ai-smartsheet-1131233,2026-04-22T03:35:34.717429,2026-04-22T03:35:34.717429,True,5,True,2026-04-22
remoteok,1131232,Revenue Specialist First Party Auto MVA,Enablecomp,https://remoteOK.com/remote-jobs/remote-revenue-specialist-first-party-auto-mva-enablecomp-1131232,Remote,"['education', 'financial', 'growth', 'health', 'healthcare', 'management', 'security', 'support', 'system']",0.0,0.0,"EnableComp provides Specialty Revenue Cycle Management solutions for healthcare organizations, leveraging over 24 years of industry-leading expertise and its unified E360 RCM â¢ intelligent automation platform to improve financial sustainability for hospitals, health systems, and ambulatory surgery centers (ASCs) nationwide. Powered by proprietary algorithms, iterative intelligence from 10M+ processed claims, and expert human-in-the-loop integration, EnableComp provides solutions across the revenue lifecycle for Veterans Administration, Workersâ Compensation, Motor Vehicle Accidents, and Out-of-State Medicaid claims as well as denials for all payer classes. By partnering with clients to supercharge the reimbursement process, EnableComp removes the burden of payment from patients and provider organizations while enabling accelerated cash, higher and more accurate yield, clean AR management, reduced denials, and data-rich performance management. EnableComp is a multi-year recipient the Top Workplaces award and was recognized as Black Book's #1 Specialty Revenue Cycle Management Solution provider in 2024 and is among the top one percent of companies to make the Inc. 5000 list of the fastest-growing private companies in the United States for the last eleven years. Position Summary The Revenue Specialist, First Party Auto investigates and analyzes Motor Vehicle Accident accounts in order to properly identify and coordinate insurance benefits and resolve outstanding balances for our clients. This position works closely with the patient as well as insurance carriers until the first party claim has been processed and reached resolution. This position is responsible for handling patient health information (PHI) and maintaining extreme privacy and security as it relates to confidential and proprietary information. \n Key Responsibilities Conduct online medical research of Motor Vehicle Accident claim payments using EnableCompâs proprietary software, systems and tools, as",https://remoteOK.com/remote-jobs/remote-revenue-specialist-first-party-auto-mva-enablecomp-1131232,2026-04-22T03:35:34.717429,2026-04-22T03:35:34.717429,True,9,True,2026-04-22
remoteok,1131231,SVP Sales,Inmarket,https://remoteOK.com/remote-jobs/remote-svp-sales-inmarket-1131231,Remote,"['growth', 'lead', 'leader', 'marketing', 'mobile', 'operational', 'sales']",0.0,0.0,"Job Title: SVP, SalesÂ Location: Remote (US-Only) Â About inMarket Since 2010, InMarket has been the leader in 360-degree consumer intelligence and real-time activation for thousands of todayâs top brands. Through InMarket's data-driven marketing platform, brands can build targeted audiences, activate media in real time, and measure success in driving return on ad spend. InMarket's proprietary Moments offering outperforms traditional mobile advertising by 6x.* Our LCI attribution platform, which won the MarTech Breakthrough Award for Best Advertising Measurement Platform, was validated by Forrester to drive an average of $40 ROAS for our clients.Â *Source: Wordstream US Google Display Benchmarks for Mobile Media About the Role Reporting directly to the CRO, the SVP of Sales is responsible for driving company-wide revenue growth and leading a multi-layered sales organization. This role oversees a team of Vice Presidents of Sales, who in turn manage teams of 6â7 sellers each. The SVP will set the overarching sales strategy, ensure consistent execution across regions, and scale a high-performing organization. This leader will also play a critical role in executive-level client relationships, cross-functional alignment, and long-term growth planning. Your daily impact as an SVP, Sales â¢ Lead and develop a team of VP-level sales leaders, scaling a high-performing, multi-layered organizationÂ â¢ Own and deliver against company-wide revenue targets, including strategy, pipeline health, and forecast accuracy â¢ Define and execute national and regional sales strategies to drive growth, market expansion, and new revenue opportunities â¢ Establish clear KPIs, performance expectations, and accountability across all levels of the sales organization â¢ Drive operational excellence across forecasting, reporting, budgeting, and sales processes â¢ Build and maintain executive-level client rela Please mention the word **SENSATIONS** and tag RODguMTk4Ljk5LjE0Mw== when apply",https://remoteOK.com/remote-jobs/remote-svp-sales-inmarket-1131231,2026-04-22T03:35:34.717429,2026-04-22T03:35:34.717429,True,7,True,2026-04-22
remoteok,1131230,Senior Technical Lead,Calibrate Group Ai,https://remoteOK.com/remote-jobs/remote-senior-technical-lead-calibrate-group-ai-1131230,Remote,['engineer'],160000.0,200000.0,"We're hiring our founding technical hire â a Senior Technical Lead who will own the entire technical vision and execution. This is a co-builder role, not a cog-in-machine role. What You'll Own: Designing and building custom AI implementations for SMB clients â from discovery through deployment Integrations across the platforms our clients already use (Toast, Square, Mindbody, QuickBooks, HubSpot) Our AI tooling stack (Claude API, Make.com, Clay) and the internal systems that power delivery Ongoing maintenance, optimization, and evolution of client AI systems Client-facing portal and delivery infrastructure Technical hiring as we scale What We're Looking For: 8+ years of engineering experience shipping real SaaS products AI-native workflow: Cursor, Claude API, Make.com are daily tools, not experiments Led a small team. You think in business outcomes, not just code Former founding engineer or technical co-founder is a strong signal Comfortable with ambiguity. You build the plane while flying it. Compensation: $160,000 - $200,000 base salary 4.5% equity (founding-level) Fully remote, US-based How to Apply: Â Send your background, what you've built, and why this role fits toÂ josh@calibrategroup.ai How does that feel? Once you're happy with it I'll update everything â Wellfound live posting, the Battle Kit doc, and the email to Josh. We're hiring our founding technical hire â a Senior Technical Lead who will own the entire technical vision and execution. This is a co-builder role, not a cog-in-machine role. This is an application-layer engineering role. You'll be building AI-powered tools that solve real business problems for real operators â not managing GPU clusters, optimizing inference pipelines, or scaling cloud infrastructure. If you get more excited connecting QuickBooks to an AI agent that saves a business owner 10 hours a week than you do tuning Kubernetes configs, keep reading. Please mention the word **EFFECTIVENESS** and tag RODguMTk4Ljk5LjE0Mw== w",https://remoteOK.com/remote-jobs/remote-senior-technical-lead-calibrate-group-ai-1131230,2026-04-22T03:35:34.717429,2026-04-22T03:35:34.717429,True,1,True,2026-04-22
remoteok,1131228,Product Engineer,Superplane,https://remoteOK.com/remote-jobs/remote-product-engineer-superplane-1131228,Remote,"['engineer', 'exec', 'senior']",70000.0,150000.0,"SuperPlane is building the AI-native control plane for platform engineering. AI has changed how software gets built. It has not fixed the mess around releases, internal platforms, and the glue code between all the systems teams rely on. We think that layer is about to be rebuilt, and we want to be the company that defines it. If we do this right, teams stop buying one more DevOps product for each problem and start building their own operational systems on one control plane. We are early, small, and very ambitious. We ship fast and use AI heavily. SuperPlane is also open source. If you like building dev tools in public, for other engineers, that should matter to you. The Role We are hiring exceptional product engineers who can fully own projects and get them done. This is a remote role. We currently work across GMT+2 to GMT-3 and welcome candidates in that range. At SuperPlane, we are not splitting engineering into frontend and backend roles. Everyone is a well-rounded builder who can move across the stack, make strong product and technical calls, ask for help when needed, and deliver features end to end. You might spend one day tightening an API or workflow engine, and the next day polishing a React surface that users touch every day. Strong backend and architecture judgment is a real advantage. So is product taste. So is the ability to use AI as a force multiplier without lowering the bar. What We Are Looking For You are genuinely full-stack. Your workflow is AI-driven and you know how to stay fast without getting sloppy. You are strong in Go, TypeScript, React, or comparable tools, and you can get productive fast in adjacent parts of the stack. You have solid systems judgment. APIs, data models, reliability, and trade-offs matter to you. You are comfortable with cloud-native tooling and modern software delivery. You want ownership, not a narrow lane. You want an early-stage company where the pace is high, the standards are high, and the upside is real. Why You'll ",https://remoteOK.com/remote-jobs/remote-product-engineer-superplane-1131228,2026-04-22T03:35:34.717429,2026-04-22T03:35:34.717429,True,3,True,2026-04-22
